Row	Free_fatty_acid	Growth
YAL039C	1.0000002078666	1
YKL087C	0.999941969386475	1
YAL061W	1.00391773795054	1
YBL080C	0.99999999999999	1
YBL091C	0.999938993654622	1
YLR244C	0.999938420854117	1
YBR022W	0.999938994051325	1
YMR087W	0.999938992075905	1
YBR046C	0.999939013748579	1
YBR070C	0.999996891282742	1
YGL047W	0.999996891282742	1
YBR111C	1.00311897429685	1
YBR147W	1	1
YDR352W	1	1
YBR222C	0.999938994051158	1
YBR229C	1.00394538280251	1
YBR235W	0.999994895067988	1
YBR243C	1.00399176926723	1
YBR281C	0.999993850520092	1
YNL191W	0.999993850520092	1
YBR295W	0.99999999999999	1
YCL017C	0.999938420854446	1
YCR011C	0.999938992742589	1
YCR107W	0.999994325165914	1
YDL243C	0.999994557545348	1
YJR155W	0.999994324410505	1
YNL331C	0.999939012439227	1
YOL165C	0.999994557545333	1
YPL088W	0.99999435208346	1
YEL031W	0.999979860367049	1
YEL070W	0.999949743312278	1
YNR073C	0.999949743312278	1
YER010C	0.999947587010758	1
YER042W	0.999945161250545	1
YER087W	0.999999999999916	1
YER163C	0.999979316522993	1
YHL018W	1.00000045844636	1
YHR008C	0.999994351191897	1
YHR043C	0.99994479208638	1
YHR044C	0.99994479208638	1
YHR109W	0.999979337174406	1
YDR440W	0.999945259735042	1
YHR119W	1.00079099087228	1
YJL168C	0.999939624051521	1
YIL023C	0.999938992742589	1
YMR243C	1	1
YOR316C	1	1
YIL043C	1.00391858009899	1
YML125C	0.999938994051159	1
YKL150W	0.999938420854072	1
YIR036C	0.999938992743195	1
YIR038C	0.99999435152096	1
YKR076W	1.003925168868	1
YMR251W	0.999938988214974	1
YLL060C	0.999939449297314	1
YKL069W	1.00309064375478	1
YKL103C	0.999993876612224	1
YKL215C	0.999979342547853	1
YKL218C	0.999941995268558	1
YGR154C	0.999938994051802	1
YFL061W	0.999999994625876	1
YNL335W	0.999999994625876	1
YFL059W	0.999994351191971	1
YNL333W	0.999999999999817	1
YFR044C	0.99998134526939	1
YDL120W	0.999945229555159	1
YDL219W	0.999941908933481	1
YDL236W	0.999938994051467	1
YDR009W	0.99999999999999	1
YDR036C	0.999994350436365	1
YDR038C	0.999944769640116	1
YDR039C	0.99999435043633	1
YDR040C	0.999994351520793	1
YDR051C	0.999994345062608	1
YOL075C	0.999979880263116	1
YDR111C	0.999994367510885	1
YDR248C	0.999939895174549	1
YDR410C	0.999938991501261	1
YDR437W	0.999945793352822	1
YGR216C	0.999945793352822	1
YNL038W	0.999945793352822	1
YPL076W	0.999938993654515	1
YPL096C-A	0.999945793352822	1
YPL175W	0.999938993654515	1
YDR516C	1.00173538324067	1
YDR533C	0.999938992743005	1
YMR322C	0.999939647921225	1
YOR391C	0.999941432934934	1
YPL280W	0.999949947034089	1
YGL006W	0.999994350436661	1
YGL167C	0.999994350436426	1
YGL017W	0.999979341792512	1
YGL022W	0.999938994730367	1
YGL027C	0.999938422163156	1
YGL038C	0.999938994051204	1
YGL065C	0.999938992742627	1
YGL156W	0.999999999999989	1
YGL169W	0.99999999999999	1
YGL196W	0.999994351521095	1
YGR012W	0.999938994051493	1
YGR036C	1.00308390138346	1
YGR046W	0.999994345062883	1
YGR144W	0.999944765307267	1
YGR227W	0.999939014427012	1
YGR234W	0.999938992742806	1
YJL046W	1.00000000000008	1
YJL126W	1.00314970944869	1
YJR040W	0.999942104839355	1
YJR051W	0.999831171963645	1
YJR104C	0.999939649162495	1
YJR131W	0.999938992742451	1
YLR057W	0.999947269607761	1
YJR149W	0.999996357977427	1
YKL220C	0.999938420854457	1
YLR047C	1.00085727228927	1
YLR214W	0.999938394831164	1
YNR060W	0.999939641528234	1
YOL152W	1.00085730056057	1
YOR381W	0.999994531519657	1
YOR384W	0.999994531519657	1
YLL051C	0.999964916532043	1
YLR099C	0.999938992075878	1
YPR139C	0.999962733778379	1
YLR143W	0.99999999999999	1
YLR151C	0.999979341792876	1
YLR239C	0.999979358111207	1
YMR099C	0.999942733909192	1
YMR162C	0.99999999999999	1
YMR210W	0.99999999999999	1
YNL048W	0.999938994051657	1
YNL092W	0.999945792597356	1
YNL219C	0.999941412165584	1
YNL274C	0.999938992742741	1
YNR030W	0.999945232324688	1
YOL157C	0.999938993655308	1
YOR002W	0.99994026568909	1
YOR067C	0.9999453134467	1
YOR149C	0.99993896671965	1
YOR196C	0.999938994051347	1
YOR226C	1	1
YPL135W	1	1
YOR251C	0.9999798856366	1
YOR285W	0.999999998823449	1
YOR286W	0.999979885636063	1
YOR334W	1	1
YPL060W	1	1
YPL227C	0.99999436784015	1
YPR003C	0.999938420854369	1
YPR127W	0.999938670826808	1
YDR371W	0.999938994730512	1
YLR286C	0.999945140740935	1
YOR161C	0.999979411825843	1
YDR452W	0.999979341162693	1
YHR201C	0.99997934179228	1
YDR270W	0.99999999999999	1
YLR351C	0.999938992742801	1
YMR301C	0.999938994730564	1
YEL004W	0.999938987370015	1
YEL066W	0.999939650074689	1
ME	0.999938993654326	1
ACL	0.999939876993196	1
FAS1	0	1
FAS2	0	1
tesA	0	1
